times,LOAD,WIND_ONSHORE,WIND_OFFSHORE,SOLAR,DA_PRICES,LOAD_H2,ELASTICITY_EL
2020-01-01T00:00:00.000+01:00,11215,0.04548711,0.167272727,0,41.88,8882,2341
2020-01-01T01:00:00.000+01:00,11184,0.04250239,0.150681818,0,38.6,8881,2327
2020-01-01T02:00:00.000+01:00,10984,0.04280086,0.143863636,0,36.55,8880,2280
2020-01-01T03:00:00.000+01:00,10686,0.04584527,0.151136364,0,32.32,8879,2209
2020-01-01T04:00:00.000+01:00,10489,0.05068052,0.152727273,0,30.85,8878,2165
2020-01-01T05:00:00.000+01:00,10580,0.05587393,0.150909091,0,30.14,8877,2182
2020-01-01T06:00:00.000+01:00,10781,0.05808262,0.146363636,0,30.17,8875,2223
2020-01-01T07:00:00.000+01:00,11091,0.06220153,0.145,0,30,8874,2287
2020-01-01T08:00:00.000+01:00,11393,0.06626074,0.143636364,0.01300858,30.65,8873,2351
2020-01-01T09:00:00.000+01:00,11711,0.06423114,0.130227273,0.0471907,30.65,8872,2416
2020-01-01T10:00:00.000+01:00,12174,0.05462034,0.106818182,0.073104069,30.27,8871,2511
2020-01-01T11:00:00.000+01:00,12466,0.04584527,0.0975,0.081857182,30.34,8870,2571
2020-01-01T12:00:00.000+01:00,12611,0.04286055,0.091363636,0.078535843,30.99,8869,2603
2020-01-01T13:00:00.000+01:00,12679,0.0476361,0.0975,0.062586493,30.04,8868,2614
2020-01-01T14:00:00.000+01:00,12795,0.05247135,0.109318182,0.036915306,30.75,8866,2640
2020-01-01T15:00:00.000+01:00,12970,0.05867956,0.123181818,0.012973983,32.11,8865,2680
2020-01-01T16:00:00.000+01:00,13356,0.06930516,0.140909091,0.001972045,35.98,8864,2771
2020-01-01T17:00:00.000+01:00,14214,0.08434814,0.177272727,0,40.4,8863,2962
2020-01-01T18:00:00.000+01:00,13745,0.09921203,0.221818182,0,44.05,8862,2876
2020-01-01T19:00:00.000+01:00,13612,0.1038085,0.239545455,0,38.69,8861,2832
2020-01-01T20:00:00.000+01:00,13264,0.11132999,0.242272727,0,42.62,8860,2771
2020-01-01T21:00:00.000+01:00,12723,0.11694126,0.246590909,0,40.68,8858,2653
2020-01-01T22:00:00.000+01:00,12136,0.11897087,0.240227273,0,39.68,8857,2527
2020-01-01T23:00:00.000+01:00,11476,0.11580707,0.215681818,0,31.47,8856,2370
2020-01-02T00:00:00.000+01:00,11060,0.09282474,0.220454545,0,35.4,8855,2293
2020-01-02T01:00:00.000+01:00,10804,0.0921084,0.227045455,0,31.98,8854,2232
2020-01-02T02:00:00.000+01:00,10597,0.10118195,0.251818182,0,30.5,8853,2186
2020-01-02T03:00:00.000+01:00,10527,0.11640401,0.289090909,0,28.79,8852,2168
2020-01-02T04:00:00.000+01:00,10653,0.1270893,0.331818182,0,28.42,8850,2193
2020-01-02T05:00:00.000+01:00,11112,0.13681948,0.364318182,0,28.75,8849,2288
2020-01-02T06:00:00.000+01:00,12075,0.15186246,0.395909091,0,34.16,8848,2500
2020-01-02T07:00:00.000+01:00,13449,0.15842884,0.425909091,0,42.07,8847,2808
2020-01-02T08:00:00.000+01:00,14775,0.16195081,0.449545455,0.004912815,44.89,8846,3094
2020-01-02T09:00:00.000+01:00,15610,0.17227794,0.4675,0.0191323,45.26,8845,3270
2020-01-02T10:00:00.000+01:00,15922,0.19329035,0.491590909,0.034216717,45.57,8844,3336
2020-01-02T11:00:00.000+01:00,16035,0.21209408,0.500454545,0.042554664,45.09,8843,3358
2020-01-02T12:00:00.000+01:00,16032,0.22856972,0.511590909,0.040928591,45.16,8841,3358
2020-01-02T13:00:00.000+01:00,16105,0.25256686,0.545454545,0.031345143,44.9,8840,3372
2020-01-02T14:00:00.000+01:00,16072,0.27984718,0.582727273,0.018647938,44.06,8839,3363
2020-01-02T15:00:00.000+01:00,16039,0.30790353,0.627045455,0.007749792,43.63,8838,3354
2020-01-02T16:00:00.000+01:00,16282,0.350585,0.678409091,0.001626073,44.39,8837,3408
2020-01-02T17:00:00.000+01:00,16840,0.39714661,0.710454545,0,46.05,8836,3531
2020-01-02T18:00:00.000+01:00,16057,0.43833572,0.720227273,0,46.72,8835,3369
2020-01-02T19:00:00.000+01:00,15424,0.46895893,0.722727273,0,44.62,8833,3229
2020-01-02T20:00:00.000+01:00,14747,0.49665712,0.721136364,0,34.9,8832,3056
2020-01-02T21:00:00.000+01:00,13896,0.51868434,0.720227273,0,34.19,8831,2878
2020-01-02T22:00:00.000+01:00,12990,0.52954871,0.723409091,0,32.39,8830,2685
2020-01-02T23:00:00.000+01:00,12226,0.54369628,0.728409091,0,28.83,8829,2518
2020-01-03T00:00:00.000+01:00,11603,0.48609121,0.717727273,0,27.44,8828,2386
2020-01-03T01:00:00.000+01:00,11247,0.49546323,0.719090909,0,27.7,8827,2313
2020-01-03T02:00:00.000+01:00,10977,0.50029847,0.719090909,0,27.51,8826,2258
2020-01-03T03:00:00.000+01:00,10844,0.50411891,0.719772727,0,24.79,8824,2224
2020-01-03T04:00:00.000+01:00,10895,0.50644699,0.719090909,0,22.4,8823,2229
2020-01-03T05:00:00.000+01:00,11308,0.50376074,0.719090909,0,25.98,8822,2322
2020-01-03T06:00:00.000+01:00,12234,0.49880611,0.72,0,30.99,8821,2525
2020-01-03T07:00:00.000+01:00,13514,0.48955349,0.719090909,0,29.78,8820,2786
2020-01-03T08:00:00.000+01:00,14743,0.4745702,0.714772727,0.00114171,40.54,8819,3073
2020-01-03T09:00:00.000+01:00,15418,0.45188634,0.699545455,0.004566842,45.76,8818,3231
2020-01-03T10:00:00.000+01:00,15751,0.41386103,0.677045455,0.007853584,47.67,8817,3308
2020-01-03T11:00:00.000+01:00,15882,0.37762655,0.675909091,0.010309992,49.17,8815,3341
2020-01-03T12:00:00.000+01:00,15868,0.37344795,0.695909091,0.009998616,44.91,8814,3323
2020-01-03T13:00:00.000+01:00,15914,0.43660458,0.711136364,0.008095765,39.7,8813,3314
2020-01-03T14:00:00.000+01:00,15845,0.47146609,0.704545455,0.005846942,39.04,8812,3298
2020-01-03T15:00:00.000+01:00,15684,0.40048949,0.690909091,0.002836978,38.4,8811,3262
2020-01-03T16:00:00.000+01:00,15981,0.334766,0.663181818,0.000795738,38.91,8810,3326
2020-01-03T17:00:00.000+01:00,16619,0.2987106,0.634545455,0,47.45,8809,3489
2020-01-03T18:00:00.000+01:00,15869,0.26450573,0.603409091,0,49.84,8808,3340
2020-01-03T19:00:00.000+01:00,15182,0.26253582,0.59,0,45.75,8807,3182
2020-01-03T20:00:00.000+01:00,14509,0.26653534,0.597045455,0,44.48,8805,3037
2020-01-03T21:00:00.000+01:00,13682,0.27608644,0.6225,0,33,8804,2830
2020-01-03T22:00:00.000+01:00,12924,0.29882999,0.638636364,0,38.38,8803,2688
2020-01-03T23:00:00.000+01:00,12352,0.3209766,0.662727273,0,34.3,8802,2558
2020-01-04T00:00:00.000+01:00,11859,0.28456304,0.638181818,0,32.99,8801,2453
2020-01-04T01:00:00.000+01:00,11405,0.30605301,0.669318182,0,30.37,8800,2352
2020-01-04T02:00:00.000+01:00,11058,0.32348376,0.6825,0,29.56,8799,2279
2020-01-04T03:00:00.000+01:00,10918,0.34300382,0.692272727,0,27.05,8798,2244
2020-01-04T04:00:00.000+01:00,10826,0.36264327,0.701818182,0,25.2,8796,2221
2020-01-04T05:00:00.000+01:00,10996,0.38281996,0.700909091,0,24.52,8795,2254
2020-01-04T06:00:00.000+01:00,11466,0.39845989,0.705681818,0,25.03,8794,2352
2020-01-04T07:00:00.000+01:00,12172,0.4131447,0.711818182,0,27.28,8793,2503
2020-01-04T08:00:00.000+01:00,12976,0.4247851,0.715227273,0.009064489,30,8792,2675
2020-01-04T09:00:00.000+01:00,13710,0.43033668,0.712954545,0.029442292,36.41,8791,2846
2020-01-04T10:00:00.000+01:00,14077,0.42824737,0.709545455,0.043004428,30,8790,2902
2020-01-04T11:00:00.000+01:00,14082,0.42424785,0.706363636,0.049404927,30,8789,2904
2020-01-04T12:00:00.000+01:00,14115,0.40986151,0.699545455,0.041793523,35,8788,2925
2020-01-04T13:00:00.000+01:00,14141,0.37201528,0.678863636,0.027539441,32.07,8786,2922
2020-01-04T14:00:00.000+01:00,14255,0.33124403,0.644090909,0.015015223,36.8,8785,2960
2020-01-04T15:00:00.000+01:00,14280,0.29112942,0.607045455,0.005535566,34.09,8784,2957
2020-01-04T16:00:00.000+01:00,14592,0.27154967,0.5875,0.001210905,34.5,8783,3023
2020-01-04T17:00:00.000+01:00,15263,0.25805874,0.581818182,0,45,8782,3196
2020-01-04T18:00:00.000+01:00,14782,0.24570201,0.563863636,0,44.52,8781,3094
2020-01-04T19:00:00.000+01:00,14218,0.21848138,0.512954545,0,45.94,8780,2981
2020-01-04T20:00:00.000+01:00,13614,0.18141117,0.444545455,0,41.7,8779,2841
2020-01-04T21:00:00.000+01:00,12995,0.14565425,0.388409091,0,34.46,8778,2692
2020-01-04T22:00:00.000+01:00,12387,0.12046323,0.325227273,0,39.75,8776,2580
2020-01-04T23:00:00.000+01:00,11789,0.09974928,0.275454545,0,37.95,8775,2451
2020-01-05T00:00:00.000+01:00,11400,0.03265282,0.118181818,0,33.1,8774,2358
2020-01-05T01:00:00.000+01:00,11054,0.03515998,0.109090909,0,32.28,8773,2285
2020-01-05T02:00:00.000+01:00,10692,0.03993553,0.105,0,31.18,8772,2207
2020-01-05T03:00:00.000+01:00,10535,0.04518863,0.115681818,0,30.1,8771,2172
2020-01-05T04:00:00.000+01:00,10531,0.0582617,0.148181818,0,29.96,8770,2171
2020-01-05T05:00:00.000+01:00,10643,0.0752149,0.187954545,0,29.88,8769,2194
2020-01-05T06:00:00.000+01:00,10827,0.08972063,0.230454545,0,30.38,8768,2233
2020-01-05T07:00:00.000+01:00,11256,0.10052531,0.266136364,0,31.15,8766,2324
2020-01-05T08:00:00.000+01:00,11930,0.11180755,0.327045455,0.006850263,32.09,8765,2465
2020-01-05T09:00:00.000+01:00,12580,0.11980659,0.386590909,0.025532798,34.27,8764,2605
2020-01-05T10:00:00.000+01:00,13132,0.13096944,0.389545455,0.043903958,37.53,8763,2729
2020-01-05T11:00:00.000+01:00,13500,0.14863897,0.396363636,0.057120122,38.99,8762,2810
2020-01-05T12:00:00.000+01:00,13804,0.1589064,0.412272727,0.06033767,38.15,8761,2870
2020-01-05T13:00:00.000+01:00,13830,0.1568171,0.424318182,0.050373651,35.37,8760,2867
2020-01-05T14:00:00.000+01:00,13784,0.15711557,0.433863636,0.031345143,34.44,8759,2855
2020-01-05T15:00:00.000+01:00,13801,0.16051815,0.446818182,0.012074453,36.1,8758,2864
2020-01-05T16:00:00.000+01:00,14152,0.18481375,0.443636364,0.002283421,40.59,8757,2950
2020-01-05T17:00:00.000+01:00,15025,0.20427412,0.487045455,0,44.68,8755,3146
2020-01-05T18:00:00.000+01:00,14617,0.21907832,0.509772727,0,46.16,8754,3065
2020-01-05T19:00:00.000+01:00,14228,0.23047994,0.515,0,43.17,8753,2974
2020-01-05T20:00:00.000+01:00,13685,0.23632999,0.529545455,0,35,8752,2836
2020-01-05T21:00:00.000+01:00,13008,0.24444842,0.53,0,33.79,8751,2693
2020-01-05T22:00:00.000+01:00,12339,0.2436127,0.501136364,0,34.9,8750,2557
2020-01-05T23:00:00.000+01:00,11582,0.23901624,0.503863636,0,31,8749,2391
2020-01-06T00:00:00.000+01:00,11264,0.21442216,0.432272727,0,29.16,8748,2320
2020-01-06T01:00:00.000+01:00,11051,0.21054202,0.444545455,0,29,8747,2276
2020-01-06T02:00:00.000+01:00,10896,0.20433381,0.459545455,0,29.08,8746,2244
2020-01-06T03:00:00.000+01:00,10858,0.20391595,0.471363636,0,27.72,8744,2234
2020-01-06T04:00:00.000+01:00,11013,0.20952722,0.500909091,0,27.03,8743,2264
2020-01-06T05:00:00.000+01:00,11597,0.20725883,0.530227273,0,28.98,8742,2389
2020-01-06T06:00:00.000+01:00,12935,0.1917383,0.519318182,0,33.18,8741,2676
2020-01-06T07:00:00.000+01:00,14854,0.1895893,0.507954545,0,43.13,8740,3105
